Quote, Company Name, CUSIP,Algorithm,Consensus, Consensus Price, Consensus Date, Previous Consensus, Previous Consensus Price, Previous Consensus Date,Avg. HPR (Long), Avg. HPR (Short), Std. Dev (Long), Std. Dev (Short), Current Price, Target Price, Target Met, Target Ex-Date, Window #, Window Accuracy (Long),Window Accuracy (Short), Number of Trades, Avg. Trade Duration (mos), Inception Date, Fund Ranking (YTD-1), Mkt Ranking, Peer #1 Quote, Peer #1 Name,Peer #1 YTD-1 Fund Ranking, Peer #1 Mkt Ranking, Peer #2 Quote, Peer #2 Name,Peer #2 YTD-1 Fund Ranking, Peer #2 Mkt Ranking
EW,EDWARDS LIFESCIENCES CORP,2.82E+112,Momentum Analyzer V1.0,SHORT,$22.58 ,12-Feb-08,BUY,$12.75 ,1-Oct-02,77.10%,-9.72%,100.00pp,100.00pp,$91.79 ,$24.78 ,N,16-May-12,10,100.00%,0.00%,3,52,13-Jul-00,2.74,1.22,ST. JUDE MEDICAL INC.,STJ,3.31,3.35,MEDTRONIC INC.,MDT,3.16,2.69
EWBC,EAST WEST BANCORP INC.,27579R104,Trend Analyzer V3.1,SHORT,$22.00 ,2-Feb-11,BUY,$6.44 ,15-Jul-09,65.48%,-100.00%,167.21pp,NaNpp,$21.55 ,$44.00 ,Y,13-Jan-13,10,100.00%,66.67%,6,24,6-Aug-01,2.17,3.06,SVB FINANCIAL GROUP,SIVB,2.57,2.52,BANK OF MARIN BANCORP,BMRC,2.43,3.53
EWBC,EAST WEST BANCORP INC.,27579R104,Momentum Analyzer V1.0,BUY,$17.41 ,20-Oct-11,SHORT,$33.34 ,30-Oct-07,262.00%,47.78%,100.00pp,100.00pp,$21.55 ,$63.02 ,N,5-May-15,15,100.00%,100.00%,3,43,16-Aug-02,2.17,3.06,SVB FINANCIAL GROUP,SIVB,2.57,2.52,BANK OF MARIN BANCORP,BMRC,2.43,3.53
EXC,EXELON CORPORATION,30161N101,Trend Analyzer V3.1,SHORT,$43.14 ,13-Jul-11,HOLD,$41.38 ,12-Mar-09,17.10%,-100.00%,112.93pp,NaNpp,$29.65 ,$86.28 ,Y,22-Oct-13,15,100.00%,66.67%,6,28,30-Aug-99,2.45,4.13,ALLETE INC,ALE,2.78,3.44,NRG ENERGY INC,NRG,2.72,3.53
EXC,EXELON CORPORATION,30161N101,Momentum Analyzer V1.0,SHORT,$43.93 ,21-Jul-11,BUY,$41.17 ,26-Apr-11,40.51%,-100.00%,120.81pp,NaNpp,$29.65 ,$87.86 ,Y,25-Jun-13,5,100.00%,50.00%,8,23,8-Dec-97,2.45,4.13,ALLETE INC,ALE,2.78,3.44,NRG ENERGY INC,NRG,2.72,3.53
EXEL,EXELIXIS INC.,30161Q104,Trend Analyzer V3.1,BUY,$4.97 ,9-Apr-12,SHORT,$8.96 ,22-Jun-11,46.29%,18.02%,155.92pp,123.65pp,$4.58 ,$7.27 ,N,6-Oct-13,10,50.00%,66.67%,7,18,15-Oct-02,2.31,2.76,ROCHE HOLDING LTD. (ADR),RHHBY,3.13,4.05,SANOFI SA (ADR),SNY,2.96,3.58
EXEL,EXELIXIS INC.,30161Q104,Momentum Analyzer V1.0,SHORT,$7.46 ,23-Jan-08,SHORT,$12.35 ,26-Jun-07,-39.60%,64.96%,100.00pp,100.00pp,$4.58 ,$2.61 ,N,1-May-12,15,0.00%,100.00%,3,52,29-Jun-00,2.31,2.76,ROCHE HOLDING LTD. (ADR),RHHBY,3.13,4.05,SANOFI SA (ADR),SNY,2.96,3.58
EXFO,EXFO INC,302043104,Trend Analyzer V3.1,SHORT,$4.80 ,6-Jul-12,BUY,$5.44 ,24-Feb-10,-11.76%,-79.54%,100.00pp,100.00pp,$5.50 ,$8.62 ,Y,29-Nov-15,15,100.00%,100.00%,3,41,13-Jan-03,2.99,4.24,SPIRENT COMMUNICATIONS PLC (ADR),SPMYY,3.04,1.51,EXFO INC,EXFO,2.99,4.24
EXFO,EXFO INC,302043104,Momentum Analyzer V1.0,SHORT,$6.25 ,23-Aug-11,BUY,$3.52 ,30-Jan-09,77.56%,92.58%,100.00pp,100.00pp,$5.50 ,$0.46 ,N,17-Sep-15,15,100.00%,100.00%,3,50,29-Jan-01,2.99,4.24,SPIRENT COMMUNICATIONS PLC (ADR),SPMYY,3.04,1.51,EXFO INC,EXFO,2.99,4.24
EXH,EXTERRAN HOLDINGS INC.,30225X103,Trend Analyzer V3.1,SHORT,$11.62 ,25-May-12,SHORT,$21.92 ,18-Mar-11,-0.79%,-22.41%,143.61pp,219.78pp,$21.46 ,$14.22 ,N,14-Jul-13,15,75.00%,25.00%,8,14,13-Feb-04,2.48,4.54,SCHLUMBERGER LIMITED.,SLB,2.79,1.85,HALLIBURTON COMPANY,HAL,2.76,3.58
EXH,EXTERRAN HOLDINGS INC.,30225X103,Momentum Analyzer V1.0,BUY,$16.01 ,19-Jun-09,SHORT,$38.79 ,11-Feb-05,124.87%,53.23%,100.00pp,103.59pp,$21.46 ,$36.00 ,N,16-Aug-12,25,100.00%,100.00%,4,38,1-Sep-00,2.48,4.54,SCHLUMBERGER LIMITED.,SLB,2.79,1.85,HALLIBURTON COMPANY,HAL,2.76,3.58
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,302130109,Trend Analyzer V3.1,BUY,$41.96 ,20-Apr-12,SHORT,$44.97 ,20-Sep-10,263.74%,-100.00%,105.49pp,NaNpp,$39.77 ,$152.63 ,N,20-Sep-14,10,66.67%,33.33%,6,29,3-Nov-98,3.17,1.88,EXPEDITORS INTL. OF WASHINGTON,EXPD,3.17,1.88,C.H. ROBINSON WORLDWIDE INC.,CHRW,3.14,1.73
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,302130109,Momentum Analyzer V1.0,BUY,$32.71 ,27-Oct-09,SHORT,$48.01 ,3-Oct-07,278.93%,31.87%,100.00pp,100.00pp,$39.77 ,$123.95 ,N,14-Jun-12,10,100.00%,100.00%,3,32,11-Apr-05,3.17,1.88,EXPEDITORS INTL. OF WASHINGTON,EXPD,3.17,1.88,C.H. ROBINSON WORLDWIDE INC.,CHRW,3.14,1.73
EXPO,EXPONENT INC.,30214U102,Trend Analyzer V3.1,SHORT,$44.55 ,6-Jul-11,HOLD,$31.08 ,21-May-08,105.65%,-72.95%,154.82pp,344.90pp,$53.36 ,$77.05 ,Y,1-Aug-13,10,100.00%,0.00%,7,25,3-Nov-98,2.89,2.05,CRA INTERNATIONAL INC.,CRAI,2.97,4.65,EXPONENT INC.,EXPO,2.89,2.05
EXPO,EXPONENT INC.,30214U102,Momentum Analyzer V1.0,BUY,$56.94 ,27-Sep-12,HOLD,$39.76 ,4-Aug-11,46.07%,-25.09%,100.00pp,131.91pp,$53.36 ,$83.17 ,N,26-Jan-14,20,100.00%,50.00%,4,16,17-Oct-07,2.89,2.05,CRA INTERNATIONAL INC.,CRAI,2.97,4.65,EXPONENT INC.,EXPO,2.89,2.05
EXR,EXTRA SPACE STORAGE INC.,30225Y102,Trend Analyzer V3.1,SHORT,$27.89 ,23-May-12,HOLD,$15.17 ,12-Aug-10,1.73%,-68.68%,164.38pp,341.09pp,$36.10 ,$47.04 ,Y,9-Aug-13,15,66.67%,33.33%,6,15,22-Nov-05,2.16,1.13,BANYAN RAIL SERVICES INC.,BARA,2.8,4.97,ECO TRADE CORP,BOPT,2.75,5
EXR,EXTRA SPACE STORAGE INC.,30225Y102,Momentum Analyzer V1.0,BUY,$35.21 ,8-Nov-12,HOLD,$19.00 ,28-Sep-11,66.23%,-69.21%,100.00pp,209.70pp,$36.10 ,$58.53 ,N,23-Sep-13,10,100.00%,0.00%,4,11,29-Jul-09,2.16,1.13,BANYAN RAIL SERVICES INC.,BARA,2.8,4.97,ECO TRADE CORP,BOPT,2.75,5
EXTR,EXTREME NETWORKS INC,30226D106,Trend Analyzer V3.1,SHORT,$3.62 ,19-Jun-12,BUY,$2.21 ,9-Dec-08,30.84%,40.11%,121.98pp,120.44pp,$3.61 ,$2.17 ,N,7-Feb-14,15,100.00%,100.00%,7,20,17-Oct-01,2.29,3.18,CISCO SYSTEMS INC.,CSCO,3.09,1.86,ADTRAN INC.,ADTN,3.01,3.12
EXTR,EXTREME NETWORKS INC,30226D106,Momentum Analyzer V1.0,SHORT,$3.21 ,15-Sep-10,BUY,$2.84 ,30-Jun-08,-61.88%,10.97%,296.49pp,100.00pp,$3.61 ,$2.86 ,N,12-Sep-13,15,50.00%,50.00%,4,36,24-Apr-01,2.29,3.18,CISCO SYSTEMS INC.,CSCO,3.09,1.86,ADTRAN INC.,ADTN,3.01,3.12
EZCH,EZCHIP SEMICONDUCTOR LTD.,M4146Y108,Trend Analyzer V3.1,SHORT,$43.98 ,20-Apr-12,BUY,$12.78 ,14-Dec-09,92.17%,-100.00%,188.45pp,NaNpp,$34.70 ,$87.96 ,Y,11-Feb-14,10,75.00%,75.00%,8,22,3-Nov-98,2.89,1.07,MELLANOX TECH. LTD.,MLNX,3.12,1.08,EZCHIP SEMICONDUCTOR LTD.,EZCH,2.89,1.07
EZCH,EZCHIP SEMICONDUCTOR LTD.,M4146Y108,Momentum Analyzer V1.0,BUY,$33.81 ,29-Aug-12,HOLD,$20.00 ,20-Jul-10,282.41%,-30.74%,100.00pp,223.78pp,$34.70 ,$129.29 ,N,14-Dec-14,15,100.00%,50.00%,4,28,15-Jan-04,2.89,1.07,MELLANOX TECH. LTD.,MLNX,3.12,1.08,EZCHIP SEMICONDUCTOR LTD.,EZCH,2.89,1.07
EZPW,EZCORP INC,302301106,Trend Analyzer V3.1,SHORT,$12.06 ,21-May-08,HOLD,$4.97 ,17-Oct-06,18.56%,-100.00%,201.52pp,NaNpp,$19.99 ,$24.12 ,Y,5-Feb-10,10,75.00%,25.00%,8,21,20-Aug-99,-1,-1,,,-1,-1,,,-1,-1
EZPW,EZCORP INC,302301106,Momentum Analyzer V1.0,SHORT,$31.16 ,16-Feb-12,HOLD,$22.70 ,20-Apr-10,85.16%,-100.00%,137.03pp,NaNpp,$19.99 ,$62.32 ,Y,3-Dec-13,10,75.00%,0.00%,7,22,22-Sep-00,-1,-1,,,-1,-1,,,-1,-1
F,FORD MOTOR COMPANY,345370860,Trend Analyzer V3.1,SHORT,$13.08 ,20-Jul-11,SHORT,$14.28 ,21-Jun-00,-8.40%,20.40%,100.00pp,100.00pp,$12.40 ,$10.41 ,N,15-May-16,20,0.00%,100.00%,3,59,18-Nov-98,2.37,3.96,PEUGEOT SA (ADR),PEUGY,2.82,4.39,VOLKSWAGEN AG (ADR),VLKAY,2.78,4.63
F,FORD MOTOR COMPANY,345370860,Momentum Analyzer V1.0,BUY,$10.34 ,13-Sep-12,SHORT,$14.01 ,7-Mar-11,17.24%,14.78%,100.00pp,109.94pp,$12.40 ,$12.12 ,Y,18-May-15,15,100.00%,100.00%,4,33,16-Jul-02,2.37,3.96,PEUGEOT SA (ADR),PEUGY,2.82,4.39,VOLKSWAGEN AG (ADR),VLKAY,2.78,4.63
FAC,FIRST ACCEPTANCE CORPORATION,318457108,Trend Analyzer V3.1,BUY,$1.19 ,5-Sep-12,SHORT,$1.80 ,7-Jan-11,-26.61%,-100.00%,247.91pp,NaNpp,$1.23 ,$0.87 ,Y,20-Apr-14,5,80.00%,50.00%,9,20,30-Sep-98,-1,-1,SAFETY INSURANCE GROUP INC.,SAFT,2.92,2.73,GAINSCO INC.,GANS,2.72,4.73
FAC,FIRST ACCEPTANCE CORPORATION,318457108,Momentum Analyzer V1.0,SHORT,$3.90 ,31-Dec-01,BUY,$3.75 ,11-May-98,4.00%,3.35%,100.00pp,100.00pp,$1.23 ,$3.77 ,Y,3-Jun-07,15,100.00%,100.00%,3,66,14-Feb-97,-1,-1,SAFETY INSURANCE GROUP INC.,SAFT,2.92,2.73,GAINSCO INC.,GANS,2.72,4.73
FAF,FIRST AMERICAN FINANCIAL CORP,318522307,Trend Analyzer V3.1,SHORT,$16.92 ,13-Apr-12,BUY,$15.00 ,13-Sep-10,-6.89%,-100.00%,138.49pp,NaNpp,$23.90 ,$33.84 ,Y,14-Sep-14,5,66.67%,33.33%,6,29,28-Oct-98,2.27,3.4,INVESTORS TITLE COMPANY,ITIC,2.85,3.24,STEWART INFORMATION SERVICES CORP,STC,2.8,3.46
FAF,FIRST AMERICAN FINANCIAL CORP,318522307,Momentum Analyzer V1.0,SHORT,$24.69 ,18-Oct-12,SHORT,$30.30 ,26-Jan-10,-18.51%,24.70%,100.00pp,100.00pp,$23.90 ,$18.59 ,N,18-May-15,25,0.00%,100.00%,3,31,8-Jun-05,2.27,3.4,INVESTORS TITLE COMPANY,ITIC,2.85,3.24,STEWART INFORMATION SERVICES CORP,STC,2.8,3.46
FARM,FARMER BROTHERS CO.,307675108,Trend Analyzer V3.1,SHORT,$8.67 ,6-Jul-11,SHORT,$23.06 ,21-May-08,60.73%,-9.00%,374.99pp,132.37pp,$14.87 ,$9.45 ,N,5-Dec-13,10,66.67%,33.33%,6,29,3-Nov-98,2.73,4.54,THE J.M. SMUCKER COMPANY,SJM,2.86,2.27,FARMER BROTHERS CO.,FARM,2.73,4.54
FARM,FARMER BROTHERS CO.,307675108,Momentum Analyzer V1.0,BUY,$3.12 ,8-Apr-03,SHORT,$3.48 ,2-May-02,112.20%,10.34%,100.00pp,100.00pp,$14.87 ,$6.62 ,Y,10-Oct-07,15,100.00%,100.00%,3,55,19-Oct-99,2.73,4.54,THE J.M. SMUCKER COMPANY,SJM,2.86,2.27,FARMER BROTHERS CO.,FARM,2.73,4.54
FARO,FARO TECHNOLOGIES INC.,311642102,Trend Analyzer V3.1,SHORT,$33.04 ,15-Jun-07,BUY,$28.40 ,26-Jan-05,16.34%,-100.00%,100.00pp,NaNpp,$34.74 ,$66.08 ,Y,18-Oct-11,30,100.00%,0.00%,3,53,14-Apr-00,2.76,2.41,IMAGE SENSING SYSTEMS INC.,ISNS,2.82,4.94,FARO TECHNOLOGIES INC.,FARO,2.76,2.41
FARO,FARO TECHNOLOGIES INC.,311642102,Momentum Analyzer V1.0,SHORT,$35.64 ,4-Aug-11,BUY,$15.11 ,28-Oct-08,436.41%,65.78%,227.42pp,100.00pp,$34.74 ,$12.19 ,N,17-Nov-14,10,100.00%,100.00%,4,40,28-Feb-00,2.76,2.41,IMAGE SENSING SYSTEMS INC.,ISNS,2.82,4.94,FARO TECHNOLOGIES INC.,FARO,2.76,2.41
FAX,ABERDEEN ASIA-PACIFIC INCOME FUND INC.,3009107,Trend Analyzer V3.1,SHORT,$6.36 ,6-Jun-08,HOLD,$6.12 ,1-Nov-06,17.91%,11.17%,113.46pp,111.54pp,$7.85 ,$5.65 ,N,29-Apr-11,20,100.00%,33.33%,5,35,18-Nov-98,-1,-1,,,-1,-1,,,-1,-1
FAX,ABERDEEN ASIA-PACIFIC INCOME FUND INC.,3009107,Momentum Analyzer V1.0,SHORT,$7.21 ,26-Apr-11,BUY,$6.57 ,23-Apr-07,9.74%,-78.53%,100.00pp,100.00pp,$7.85 ,$12.87 ,Y,28-Apr-15,15,100.00%,0.00%,3,49,9-Apr-01,-1,-1,,,-1,-1,,,-1,-1
FBC,FLAGSTAR BANCORP INC,337930705,Trend Analyzer V3.1,BUY,$6.60 ,26-Jan-12,SHORT,$14.30 ,11-Apr-11,44.99%,33.61%,165.88pp,129.63pp,$18.95 ,$9.57 ,Y,10-Aug-13,5,100.00%,100.00%,8,19,27-Dec-00,2.41,3.67,FLAGSTAR BANCORP INC,FBC,2.41,3.67,FIRST DEFIANCE FINANCIAL,FDEF,2.33,3.51
FBC,FLAGSTAR BANCORP INC,337930705,Momentum Analyzer V1.0,SHORT,$12.70 ,19-Apr-11,BUY,$7.40 ,11-Nov-09,32.78%,26.44%,129.26pp,148.53pp,$18.95 ,$9.34 ,N,28-Apr-14,15,66.67%,0.00%,5,37,23-Mar-98,2.41,3.67,FLAGSTAR BANCORP INC,FBC,2.41,3.67,FIRST DEFIANCE FINANCIAL,FDEF,2.33,3.51
FBMI,FIRSTBANK CORPORATION,33761G104,Trend Analyzer V3.1,SHORT,$7.04 ,18-Mar-11,HOLD,$6.69 ,18-Aug-09,-17.43%,-5.52%,187.66pp,128.56pp,$10.01 ,$7.43 ,N,3-Jul-12,5,75.00%,50.00%,8,16,20-Nov-02,2.32,3.35,CITIZENS REPUBLIC BANCORP INC.,CRBC,2.46,2.95,CHEMICAL FINANCIAL CORP.,CHFC,2.43,2.02
FBMI,FIRSTBANK CORPORATION,33761G104,Momentum Analyzer V1.0,SHORT,$5.35 ,21-Dec-10,SHORT,$17.18 ,26-Jul-07,-38.37%,22.86%,197.90pp,100.00pp,$10.01 ,$4.13 ,N,7-Jul-13,15,50.00%,50.00%,4,31,22-Jan-03,2.32,3.35,CITIZENS REPUBLIC BANCORP INC.,CRBC,2.46,2.95,CHEMICAL FINANCIAL CORP.,CHFC,2.43,2.02
FBN,FURNITURE BRANDS INTERNATIONAL INC.,360921100,Trend Analyzer V3.1,SHORT,$4.12 ,13-Jul-11,SHORT,$19.03 ,25-Oct-06,-33.15%,45.77%,308.77pp,100.00pp,$0.96 ,$2.23 ,Y,24-Aug-14,15,50.00%,100.00%,4,38,3-Nov-00,2.56,4.85,HOOKER FURNITURE CORP.,HOFT,2.82,2.74,BASSETT FURNITURE INDUSTRIES INC.,BSET,2.8,4.78
FBN,FURNITURE BRANDS INTERNATIONAL INC.,360921100,Momentum Analyzer V1.0,SHORT,$4.56 ,4-Apr-11,SHORT,$13.26 ,4-Oct-07,-32.10%,20.38%,197.45pp,112.72pp,$0.96 ,$3.63 ,Y,14-May-14,20,50.00%,100.00%,5,38,24-Oct-97,2.56,4.85,HOOKER FURNITURE CORP.,HOFT,2.82,2.74,BASSETT FURNITURE INDUSTRIES INC.,BSET,2.8,4.78
FBNC,FIRST BANCORP,318910106,Trend Analyzer V3.1,SHORT,$10.91 ,6-Jul-11,SHORT,$12.48 ,20-Sep-10,38.16%,0.19%,143.14pp,146.21pp,$12.70 ,$10.89 ,N,5-Dec-13,10,66.67%,33.33%,6,29,3-Nov-98,2.42,3.37,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.74,2.68,FIRST BANCORP,FBNC,2.42,3.37
FBNC,FIRST BANCORP,318910106,Momentum Analyzer V1.0,BUY,$12.78 ,10-May-11,SHORT,$15.59 ,20-Apr-10,13.25%,-29.93%,105.58pp,172.19pp,$12.70 ,$14.47 ,N,20-Feb-13,10,50.00%,25.00%,8,22,19-Jan-99,2.42,3.37,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.74,2.68,FIRST BANCORP,FBNC,2.42,3.37
FBP,FIRST BANCORP,318672102,Trend Analyzer V3.1,SHORT,$4.47 ,19-Sep-12,BUY,$4.46 ,13-Jul-11,13.27%,-4.95%,117.08pp,169.09pp,$4.45 ,$4.69 ,Y,5-Jun-14,15,100.00%,50.00%,8,21,30-Aug-99,-1,-1,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.75,4.03,POPULAR INC.,BPOP,2.55,3.95
FBP,FIRST BANCORP,318672102,Momentum Analyzer V1.0,SHORT,$4.28 ,6-Sep-12,BUY,$3.38 ,5-Jun-12,90.22%,98.99%,150.22pp,100.00pp,$4.45 ,$0.04 ,N,5-Oct-15,25,100.00%,50.00%,4,37,27-Dec-00,-1,-1,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.75,4.03,POPULAR INC.,BPOP,2.55,3.95
FBR,FIBRIA CELULOSE SA (ADR),31573A109,Trend Analyzer V3.1,SHORT,$397.80 ,2-Jul-04,BUY,$110.00 ,24-Apr-01,261.64%,22.12%,100.00pp,100.00pp,$11.29 ,$309.79 ,Y,12-Jan-09,20,100.00%,100.00%,3,55,22-Sep-99,2.66,3.21,ALTERA CORPORATION,ALTR,3.36,2.03,FIBRIA CELULOSE S.A. (ADR),FBR,2.66,3.21
FBR,FIBRIA CELULOSE SA (ADR),31573A109,Momentum Analyzer V1.0,SHORT,$10.43 ,3-Dec-12,SHORT,$35.20 ,14-Mar-08,-70.37%,67.23%,100.00pp,100.00pp,$11.29 ,$3.42 ,N,17-Oct-14,15,0.00%,50.00%,3,23,5-Jul-07,2.66,3.21,ALTERA CORPORATION,ALTR,3.36,2.03,FIBRIA CELULOSE S.A. (ADR),FBR,2.66,3.21
FC,FRANKLIN COVEY CO.,353469109,Trend Analyzer V3.1,BUY,$5.73 ,14-Dec-09,SHORT,$7.68 ,22-May-08,10.22%,21.53%,108.53pp,103.17pp,$12.37 ,$6.32 ,Y,8-Sep-12,10,100.00%,100.00%,5,33,23-Aug-99,2.43,1.7,UNIVERSAL TECHNICAL INSTITUTE INC.,UTI,2.79,3.37,LEARNING TREE INTL. INC.,LTRE,2.78,3.87
FC,FRANKLIN COVEY CO.,353469109,Momentum Analyzer V1.0,SHORT,$7.50 ,24-Sep-08,BUY,$2.39 ,28-Feb-02,12.83%,69.40%,278.11pp,100.00pp,$12.37 ,$2.30 ,N,17-Jun-12,15,50.00%,50.00%,4,45,9-Jun-98,2.43,1.7,UNIVERSAL TECHNICAL INSTITUTE INC.,UTI,2.79,3.37,LEARNING TREE INTL. INC.,LTRE,2.78,3.87
FCBC,FIRST COMMUNITY BANCSHARES INC.,31983A103,Trend Analyzer V3.1,SHORT,$12.38 ,5-Jan-12,SHORT,$13.68 ,27-Oct-10,-6.67%,-14.26%,103.14pp,188.67pp,$15.86 ,$14.15 ,N,25-Feb-14,15,66.67%,100.00%,5,26,16-Jul-02,2.36,3.1,SUNTRUST BANKS INC.,STI,2.6,2.9,TRUSTMARK CORP,TRMK,2.52,3.04
FCBC,FIRST COMMUNITY BANCSHARES INC.,31983A103,Momentum Analyzer V1.0,SHORT,$14.12 ,14-Oct-10,SHORT,$34.88 ,14-Sep-07,4.24%,-0.21%,185.89pp,118.56pp,$15.86 ,$14.15 ,N,12-Apr-12,5,50.00%,50.00%,8,18,25-Apr-01,2.36,3.1,SUNTRUST BANKS INC.,STI,2.6,2.9,TRUSTMARK CORP,TRMK,2.52,3.04
FCEL,FUELCELL ENERGY INC.,35952H106,Trend Analyzer V3.1,BUY,$1.36 ,13-Jul-11,SHORT,$9.97 ,4-Jan-08,359.15%,53.99%,328.36pp,121.02pp,$0.96 ,$6.24 ,N,7-Apr-14,15,66.67%,100.00%,5,33,27-Aug-99,2.56,3.28,FIRST SOLAR INC.,FSLR,3.02,4.7,SUNPOWER CORPORATION,SPWR,2.81,4.12
FCEL,FUELCELL ENERGY INC.,35952H106,Momentum Analyzer V1.0,SHORT,$2.04 ,28-Mar-11,SHORT,$3.99 ,5-Jun-09,43.94%,-100.00%,209.79pp,NaNpp,$0.96 ,$4.08 ,Y,24-Oct-13,10,66.67%,66.67%,6,31,28-Nov-97,2.56,3.28,FIRST SOLAR INC.,FSLR,3.02,4.7,SUNPOWER CORPORATION,SPWR,2.81,4.12
FCF,FIRST COMMONWEALTH FINANCIAL,319829107,Trend Analyzer V3.1,BUY,$12.91 ,11-Oct-06,SHORT,$14.08 ,18-Oct-04,141.10%,8.60%,100.00pp,100.27pp,$6.78 ,$31.13 ,N,29-May-10,5,50.00%,100.00%,4,44,28-Oct-98,2.09,2.6,S \X26 T BANCORP INC,STBA,2.48,3.75,FULTON FINANCIAL CORP,FULT,2.44,3.3
FCF,FIRST COMMONWEALTH FINANCIAL,319829107,Momentum Analyzer V1.0,BUY,$6.83 ,18-Oct-12,SHORT,$7.36 ,13-Sep-12,26.90%,7.20%,100.00pp,100.00pp,$6.78 ,$8.67 ,N,13-Jul-13,10,50.00%,100.00%,3,9,2-Nov-10,2.09,2.6,S \X26 T BANCORP INC,STBA,2.48,3.75,FULTON FINANCIAL CORP,FULT,2.44,3.3
FCFC,FIRSTCITY FINANCIAL CORPORATION,33761X107,Trend Analyzer V3.1,BUY,$7.01 ,13-Apr-10,SHORT,$8.38 ,6-Dec-07,616.24%,44.30%,100.00pp,124.02pp,$9.75 ,$50.21 ,N,19-Sep-13,15,100.00%,100.00%,4,42,2-Aug-99,1.98,4.03,MANHATTAN BRIDGE CAPITAL INC.,LOAN,2.89,2.47,ENCORE CAPITAL GROUP INC.,ECPG,2.52,2.98
FCFC,FIRSTCITY FINANCIAL CORPORATION,33761X107,Momentum Analyzer V1.0,BUY,$6.04 ,24-Mar-10,SHORT,$6.80 ,18-Aug-09,1.62%,9.48%,145.79pp,142.05pp,$9.75 ,$6.14 ,Y,23-Feb-12,5,75.00%,75.00%,8,23,7-Jan-98,1.98,4.03,MANHATTAN BRIDGE CAPITAL INC.,LOAN,2.89,2.47,ENCORE CAPITAL GROUP INC.,ECPG,2.52,2.98
FCH,FELCOR LODGING TRUST INCORPORATED,31430F101,Trend Analyzer V3.1,BUY,$5.22 ,19-Sep-12,SHORT,$8.02 ,10-May-10,-20.54%,9.51%,146.71pp,132.95pp,$4.63 ,$4.15 ,Y,11-Apr-14,15,25.00%,75.00%,8,19,3-Nov-00,2.63,3.72,PEBBLEBROOK HOTEL TRUST,PEB,2.93,2.41,CHATHAM LODGING TRUST,CLDT,2.67,2.89
FCH,FELCOR LODGING TRUST INCORPORATED,31430F101,Momentum Analyzer V1.0,BUY,$4.70 ,4-Oct-12,SHORT,$6.68 ,8-Dec-10,-39.54%,1.51%,235.07pp,143.28pp,$4.63 ,$2.84 ,Y,18-Jan-15,20,33.33%,66.67%,6,28,3-Aug-99,2.63,3.72,PEBBLEBROOK HOTEL TRUST,PEB,2.93,2.41,CHATHAM LODGING TRUST,CLDT,2.67,2.89
FCN,FTI CONSULTING INC.,302941109,Trend Analyzer V3.1,BUY,$26.62 ,5-Sep-12,SHORT,$63.92 ,15-May-08,47.10%,-100.00%,136.23pp,NaNpp,$33.03 ,$39.16 ,N,31-Dec-13,5,100.00%,40.00%,11,16,28-Oct-98,2.53,3.53,MCMILLAN SHAKESPEARE LTD.,MMS,2.94,1.29,RESOURCES CONNECTION INC.,RECN,2.92,4.43
FCN,FTI CONSULTING INC.,302941109,Momentum Analyzer V1.0,BUY,$28.42 ,19-Nov-12,BUY,$26.62 ,18-Jul-12,68.51%,-100.00%,196.35pp,NaNpp,$33.03 ,$47.89 ,N,2-Jul-14,10,80.00%,40.00%,10,20,24-Mar-97,2.53,3.53,MCMILLAN SHAKESPEARE LTD.,MMS,2.94,1.29,RESOURCES CONNECTION INC.,RECN,2.92,4.43
FCNCA,FIRST CITIZENS BANCSHARES INC.,31946M103,Trend Analyzer V3.1,SHORT,$171.45 ,13-Apr-12,SHORT,$183.43 ,13-Sep-10,13.20%,-14.45%,115.89pp,120.65pp,$164.00 ,$196.22 ,Y,5-Nov-13,5,75.00%,25.00%,8,19,19-Oct-00,2.77,3.31,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.77,3.31,FIRST BANCORP,FBNC,2.38,3.7
FCNCA,FIRST CITIZENS BANCSHARES INC.,31946M103,Momentum Analyzer V1.0,SHORT,$201.39 ,18-May-10,BUY,$142.03 ,31-Jul-09,18.49%,-100.00%,116.71pp,NaNpp,$164.00 ,$402.78 ,Y,2-May-12,5,75.00%,75.00%,8,24,18-Sep-97,2.77,3.31,FIRST CITIZENS BANCSHARES INC.,FCNCA,2.77,3.31,FIRST BANCORP,FBNC,2.38,3.7
FCX,FREEPORT-MCMORAN COPPER & GOLD INC.,35671D857,Trend Analyzer V3.1,SHORT,$36.25 ,10-May-10,BUY,$18.38 ,12-Mar-09,103.28%,-100.00%,111.12pp,NaNpp,$33.50 ,$72.50 ,Y,22-Apr-12,15,100.00%,75.00%,7,24,30-Aug-99,2.6,4.17,SOUTHERN COPPER CORP,SCCO,3.03,1.66,BHP BILLITON LIMITED (ADR),BHP,3.01,1.59
